superficieEtage1,superficieEtage2,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,superficieSousSolNonAmenagee,climatisation,proxRoute1,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,chauffage,qualiteChauffage,styleBatiment,nbCuisines,qualiteCuisine,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,nbPieces,superficieTotaleSousSol,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,taux_inflation,ames_taux_criminalite,moyenne_indice_prix_logements,superficieTotale,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,noteGlobale,noteMoyenne,hauteurSs
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Pas de sous-sol,Aucun sous-sol,0,0,Aucun sous-sol,0,Oui,Route ville,Boîte à fusibles,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Bois,Bois,Pas de clôture,Qualité inconnue,0,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1950-1959,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,North Ames,0,4,3,Pavée,Bardeau composite,Toit pyramidal,Vente normale,100503.55008,Vente Garantie Conventionnelle,Pas de solarium,5,0,0,1950-1960,1950-1960,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,1.0,12,6.0,Pas de sous-sol
500-1000 m2,1001-1500 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain en coin,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,5,Autre quartier,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Maison pas terminée,247358.05248,Vente Nouvelle construction,Pas de solarium,8,50-75 m2,0,2005 et plus,2010 et plus,2010,1.64,306.1383,166.13,200-300,Non,Non,Non,2.5,13,6.5,Hauteur sous-sol > 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Bonne qualité de vie,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Bois de bonne qualité,Bon,1,Fondation Béton,60-80 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Régulière,Classe 1946 et plus recent,Non résidentiel,0,Aucun placage,Non défini,Pas d elements divers,5,Somerset,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,233957.579136,Vente Garantie Conventionnelle,Pas de solarium,8,75-100 m2,0,2000-2005,2005-2010,2010,1.64,306.1383,166.13,200-300,Non,Non,Non,2.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,1001-1500 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Exposition minimale,< 500 m2,0,Bonne qualité de vie,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,200-250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Irrégulière,Classe 1946 et plus recent,Basse densité,400-600 m2,Placage brique,Non défini,Pas d elements divers,3,Gilbert,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Maison pas terminée,293709.0048,Vente Nouvelle construction,Pas de solarium,9,100-150 m2,> 20 m2,2005 et plus,2005-2010,2006,3.2259,279.7815,163.425,300-400,Non,Non,Non,3.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie sous la moyenne,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Pas de clôture,Qualité inconnue,0,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en cul-de-sac,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,149149.104,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,0,2005 et plus,2010 et plus,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,1001-1500 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition moyenne,1000-1500 m2,0,Bonne qualité de vie,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,2,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,2000-2009,200-250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain intérieur,Plus de 31 m,Irrégulière,Classe 1946 et plus recent,Basse densité,600-800 m2,Placage brique,Non défini,Pas d elements divers,3,Northridge Heights,0,3,5,Pavée,Bardeau composite,Toit à pignon,Vente normale,378609.264,Vente Garantie Conventionnelle,Pas de solarium,10,100-150 m2,> 20 m2,2000-2005,2000-2005,2008,3.8391,313.1278,167.5975,300-400,Non,Non,Non,3.5,14,7.0,Hauteur sous-sol > 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition minimale,1000-1500 m2,0,Quartiers de vie sous la moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,5,Northridge Heights,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Maison pas terminée,201924.9408,Vente Nouvelle construction,Pas de solarium,7,100-150 m2,0,2005 et plus,2005-2010,2010,1.64,306.1383,166.13,200-300,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas d'accès à l'allée,1,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Métal,Métal,Intimité minimale,Qualité inconnue,0,Fondation Ciment,0,0.0,Condition garage autre,Finition inconnue,Qualité inconnue,No Garage,Pas de garage,75-100 m2,Chauffage air pulsé,Excellent,Bat 1.5 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,4,Old Town,0,3,2,Pavée,Bardeau composite,Toit à pignon,Vente normale,94721.154048,Vente Garantie Conventionnelle,Pas de solarium,4,75-100 m2,0,1950-1960,1950-1960,2007,2.8527,387.4317,167.6625,< 200,Non,Non,Non,1.0,10,5.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,1-500 m2,Pave,3,Unifamilial,Condition Ss Bonne,Exposition minimale,< 500 m2,0,Faible qualité,500-1000 m2,Oui,Route ville,Boîte à fusibles,101-200 m2,Qualité bonne,Qualité moyenne,Métal,Métal,Pas de clôture,Qualité inconnue,0,Fondation Brique,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,Avant 1950,150-200 m2,Chauffage air pulsé,Bon,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en coin,Entre 11 et 20 m,Régulière,Classe Autre,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,10,Old Town,0,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,139511.77728,Vente Garantie Conventionnelle,Pas de solarium,5,100-150 m2,0,1925-1950,2000-2005,2007,2.8527,387.4317,167.6625,200-300,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,4,Duplex,Condition Ss Bonne,Aucune exposition,< 500 m2,< 500 m2,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité moyenne,Bois,Bois,Pas de clôture,Qualité inconnue,0,Fondation Brique,0,0.0,Condition garage autre,Finition inconnue,Qualité inconnue,No Garage,Pas de garage,100-150 m2,Chauffage air pulsé,Bon,Bat 1.5 Etage,2,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,9,Edwards,0,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,117024.6816,Vente Garantie Conventionnelle,Pas de solarium,6,50-75 m2,10-20 m2,1925-1950,1995-2000,2008,3.8391,313.1278,167.5975,< 200,Non,Non,Non,3.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,500-1000 m2,Faible qualité,< 500 m2,Oui,Route ville,Boîte à fusibles,Pas de porche fermé,Qualité moyenne,Qualité bonne,Bois,Bois,Bois de bonne qualité,Bon,3,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,11,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit pyramidal,Vente normale,174389.7216,Succession,101-200 m2,7,> 150 m2,> 20 m2,1950-1960,1990-1995,2009,-0.3555,309.5867,167.9225,300-400,Non,Non,Non,2.0,10,5.0,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,1000-1500 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,200-250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine excellente,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage pierre,Non défini,Pas d elements divers,11,Northridge Heights,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Maison pas terminée,298870.94055936,Vente Nouvelle construction,Pas de solarium,8,100-150 m2,10-20 m2,2005 et plus,2005-2010,2007,2.8527,387.4317,167.6625,300-400,Non,Non,Non,2.5,13,6.5,Hauteur sous-sol > 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,5,Gilbert,< 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,168423.75744,Vente Garantie Conventionnelle,Pas de solarium,7,75-100 m2,< 10 m2,2000-2005,2000-2005,2007,2.8527,387.4317,167.6625,200-300,Non,Non,Non,2.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,1500-2336 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Contreplaqué,Contreplaqué,Pas de clôture,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,150-200 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,600-800 m2,Placage brique,Non défini,Pas d elements divers,1,Autre quartier,> 5 m2,3,4,Pavée,Matériau autre,Toit pyramidal,Vente normale,209267.66592,Vente Garantie Conventionnelle,Pas de solarium,6,> 150 m2,> 20 m2,2005 et plus,2010 et plus,2006,3.2259,279.7815,163.425,300-400,Non,Non,Non,2.5,14,7.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Salle de récréation moyenne,< 500 m2,Oui,Autoroute,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Métal,Métal,Pas de clôture,Qualité inconnue,0,Fondation Ciment,60-80 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 1.5 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe Autre,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,5,Old Town,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,117942.52224,Vente Garantie Conventionnelle,Pas de solarium,7,50-75 m2,> 20 m2,1925-1950,1950-1960,2007,2.8527,387.4317,167.6625,< 200,Oui,Non,Non,1.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Bonne exposition,500-1000 m2,0,Quartiers de vie sous la moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Contreplaqué,Pas de clôture,Bon,2,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,150-200 m2,Chauffage air pulsé,Mauvais,Bat 1 Etage,1,Qualité cusine bonne,Plus de 2000 m2,Terrain en coin,Plus de 31 m,Irrégulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage pierre,Non défini,Pas d elements divers,5,North Ames,> 5 m2,3,3,Pavée partiellement,Bardeau composite,Toit pyramidal,Vente normale,197335.7376,Vente Garantie Conventionnelle,Pas de solarium,7,100-150 m2,10-20 m2,1960-1970,1960-1970,2010,1.64,306.1383,166.13,200-300,Non,Non,Non,2.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,501-1000 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,< 500 m2,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité bonne,Panneau dur,Panneau dur,Pas de clôture,Moyenne,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Bon,Garage Attaché à la maison,1980-1989,150-200 m2,Chauffage air pulsé,Bon,Bat 2 Etages,1,Qualité cusine bonne,Entre 201 et 500 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,Autre quartier,< 5 m2,4,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,219363.91296,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,> 20 m2,1985-1990,1985-1990,2006,3.2259,279.7815,163.425,200-300,Non,Non,Non,3.0,14,7.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,< 500 m2,Quartiers de vie moyenne,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Pas de clôture,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1960-1969,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,400-600 m2,Placage brique,Non défini,Pas d elements divers,6,North Ames,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,149608.02432,Succession,Pas de solarium,6,100-150 m2,0,1960-1970,1960-1970,2008,3.8391,313.1278,167.5975,200-300,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss à rénover,Aucune exposition,1000-1500 m2,< 500 m2,Quartiers de vie moyenne,0,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Vinyle,Contreplaqué,Pas de clôture,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,150-200 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 11 et 20 m,Irrégulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage pierre,Non défini,Pas d elements divers,11,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,168882.67776,Vente Garantie Conventionnelle,Pas de solarium,7,100-150 m2,10-20 m2,1985-1990,1985-1990,2008,3.8391,313.1278,167.5975,300-400,Non,Non,Non,3.0,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
> 2000 m2,0 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Exposition moyenne,< 500 m2,0,Quartiers de vie moyenne,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,1-100 m2,Qualité moyenne,Qualité moyenne,Autre matériau extérieur,Autre matériau extérieur  2,Intimité minimale,Bon,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,200-250 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,6,Edwards,< 5 m2,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,223035.27552,Vente Garantie Conventionnelle,Pas de solarium,7,100-150 m2,0,1950-1960,2000-2005,2007,2.8527,387.4317,167.6625,300-400,Non,Non,Non,3.0,13,6.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,501-1000 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Contreplaqué,Contreplaqué,Pas de clôture,Moyenne,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,150-200 m2,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain en coin,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,9,Autre quartier,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,193664.37504,Vente Garantie Conventionnelle,101-200 m2,8,100-150 m2,0,1985-1990,1985-1990,2007,2.8527,387.4317,167.6625,200-300,Non,Non,Non,3.0,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,501-1000 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,< 500 m2,Quartiers de vie moyenne,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité bonne,Qualité bonne,Métal,Métal,Pas de clôture,Bon,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1950-1959,150-200 m2,Chauffage air pulsé,Excellent,Bat 1.5 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe Autre,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Sawyer,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,158327.5104,Vente Garantie Conventionnelle,Pas de solarium,8,75-100 m2,0,1950-1960,1950-1960,2006,3.2259,279.7815,163.425,200-300,Non,Non,Non,3.0,10,5.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,101-200 m2,Qualité moyenne,Qualité bonne,Bois,Bois,Pas de clôture,Qualité inconnue,0,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Faible,Détaché de la maison,Avant 1950,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1945 et plus ancien,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,7,Old Town,0,3,3,Terre/Gravier,Bardeau composite,Toit à pignon,Vente normale,91784.064,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,0,1900-1925,2005-2010,2007,2.8527,387.4317,167.6625,< 200,Non,Non,Non,1.0,11,5.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Métal,Métal,Pas de clôture,Moyenne,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,2000-2009,100-150 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 100 et 200 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Non résidentiel,400-600 m2,Placage brique,Non défini,Pas d elements divers,6,Somerset,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,162457.79327999998,Vente Garantie Conventionnelle,Pas de solarium,5,50-75 m2,0,2000-2005,2000-2005,2007,2.8527,387.4317,167.6625,200-300,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
